AssessmentYear,AssessmentCategory,RegionalUnitID,Category,Parameter,SampleYear,RegionalUnitMedian,Unit,NoEffectLevel,LowestEffectLevel,ProbableEffectLevel,SevereEffectLevel,ParentTable,DataSource,x_centroid,y_centroid
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,Organochlorine Pesticide,Dieldrin,2012,0,NG,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,Organochlorine Pesticide,Endrin,2012,1,NG,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,Organochlorine Pesticide,Hexachlorobenzene,2012,4.75,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,Organochlorine Pesticide,Mirex,2012,1.5,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,Organochlorine Pesticide,op-DDT,2012,1,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,Organochlorine Pesticide,pp-DDT,2012,2,NG,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,PAHs,"Benzo(g,h,i)perylene",2012,196.25,NG/G DRY,NA,Exceedance,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,PAHs,"Indeno(1,2,3-c,d)pyrene",2012,212.25,NG/G DRY,NA,Exceedance,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,PAHs,Anthracene,2012,23.5,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,PAHs,Benzo(a)anthracene,2012,85.25,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,PAHs,Benzo(a)pyrene,2012,119.5,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,PAHs,Benzo(k)fluoranthene,2012,89.25,NG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,PAHs,Chrysene,2012,101,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,PAHs,"Dibenzo(a,h)anthracene",2012,34,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,PAHs,Fluoranthene,2012,230,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,PAHs,Fluorene,2012,16.5,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,PAHs,Phenanthrene,2012,135.25,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,PAHs,Pyrene,2012,180,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO13,PCBs,PCB; total,2012,116.5,NG,Exceedance,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.69619752,44.04176968
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Carbon - total organic,Carbon; total organic,2012,27,MG/G DRY,NA,NA,NA,NA,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Metals,Iron,2012,12000,UG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Metals,Copper,2012,17,UG/G DRY,NA,Exceedance,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Metals,Manganese,2012,170,UG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Metals,Nickel,2012,15,UG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Metals,Arsenic,2012,0,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Metals,Cadmium,2012,0.3,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Metals,Chromium,2012,20,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Metals,Lead,2012,12,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Metals,Mercury,2012,0,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Metals,Zinc,2012,47,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Organochlorine Pesticide,a-BHC (hexachlorocyclohexane),2012,0,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Organochlorine Pesticide,Aldrin,2012,0,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Organochlorine Pesticide,b-BHC (hexachlorocyclohexane),2012,0,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Organochlorine Pesticide,Dieldrin,2012,0,NG,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Organochlorine Pesticide,Endrin,2012,0,NG,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Organochlorine Pesticide,Hexachlorobenzene,2012,0,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Organochlorine Pesticide,Mirex,2012,0,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Organochlorine Pesticide,op-DDT,2012,0,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Organochlorine Pesticide,pp-DDD,2012,1,NG,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Organochlorine Pesticide,pp-DDE,2012,1,NG,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,Organochlorine Pesticide,pp-DDT,2012,1,NG,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,PAHs,"Benzo(g,h,i)perylene",2012,0,NG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,PAHs,Benzo(k)fluoranthene,2012,0,NG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,PAHs,"Dibenzo(a,h)anthracene",2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,PAHs,Benzo(a)pyrene,2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,PAHs,Benzo(a)anthracene,2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,PAHs,Anthracene,2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,PAHs,Fluoranthene,2012,25,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,PAHs,"Indeno(1,2,3-c,d)pyrene",2012,0,NG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,PAHs,Chrysene,2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,PAHs,Fluorene,2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,PAHs,Pyrene,2012,21,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,PAHs,Phenanthrene,2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO14,PCBs,PCB; total,2012,0,NG,Does not exceed,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-76.16756947,44.29740361
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Carbon - total organic,Carbon; total organic,2012,7,MG/G DRY,NA,NA,NA,NA,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Metals,Iron,2012,4200,UG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Metals,Manganese,2012,110,UG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Metals,Nickel,2012,4.5,UG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Metals,Cadmium,2012,0.1,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Metals,Chromium,2012,7.8,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Metals,Copper,2012,5.6,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Metals,Arsenic,2012,0,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Metals,Lead,2012,9.5,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Metals,Mercury,2012,0,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Metals,Zinc,2012,18,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Organochlorine Pesticide,a-BHC (hexachlorocyclohexane),2012,0,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Organochlorine Pesticide,Aldrin,2012,0,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Organochlorine Pesticide,b-BHC (hexachlorocyclohexane),2012,0,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Organochlorine Pesticide,Dieldrin,2012,0,NG,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Organochlorine Pesticide,Endrin,2012,0,NG,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Organochlorine Pesticide,Hexachlorobenzene,2012,0,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Organochlorine Pesticide,Mirex,2012,0,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Organochlorine Pesticide,op-DDT,2012,0,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Organochlorine Pesticide,pp-DDD,2012,0,NG,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Organochlorine Pesticide,pp-DDE,2012,1,NG,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,Organochlorine Pesticide,pp-DDT,2012,0,NG,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,PAHs,Anthracene,2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,PAHs,"Benzo(g,h,i)perylene",2012,0,NG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,PAHs,"Dibenzo(a,h)anthracene",2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,PAHs,Benzo(k)fluoranthene,2012,0,NG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,PAHs,Benzo(a)anthracene,2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,PAHs,Benzo(a)pyrene,2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,PAHs,"Indeno(1,2,3-c,d)pyrene",2012,0,NG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,PAHs,Fluoranthene,2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,PAHs,Fluorene,2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,PAHs,Chrysene,2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,PAHs,Pyrene,2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,PAHs,Phenanthrene,2012,0,NG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO15,PCBs,PCB; total,2012,0,NG,Does not exceed,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-75.57744782,44.65450832
2019,Contaminants in Sediment & Water - Sediment Quality,LO17,Carbon - total organic,Carbon; total organic,2012,13,MG/G DRY,NA,NA,NA,NA,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-74.50898872,45.1012205
2019,Contaminants in Sediment & Water - Sediment Quality,LO17,Metals,Iron,2012,11000,UG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-74.50898872,45.1012205
2019,Contaminants in Sediment & Water - Sediment Quality,LO17,Metals,Manganese,2012,190,UG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-74.50898872,45.1012205
2019,Contaminants in Sediment & Water - Sediment Quality,LO17,Metals,Nickel,2012,11,UG/G DRY,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-74.50898872,45.1012205
2019,Contaminants in Sediment & Water - Sediment Quality,LO17,Metals,Chromium,2012,18,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-74.50898872,45.1012205
2019,Contaminants in Sediment & Water - Sediment Quality,LO17,Metals,Copper,2012,8.6,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-74.50898872,45.1012205
2019,Contaminants in Sediment & Water - Sediment Quality,LO17,Metals,Cadmium,2012,0.1,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-74.50898872,45.1012205
2019,Contaminants in Sediment & Water - Sediment Quality,LO17,Metals,Arsenic,2012,0,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-74.50898872,45.1012205
2019,Contaminants in Sediment & Water - Sediment Quality,LO17,Metals,Lead,2012,9,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-74.50898872,45.1012205
2019,Contaminants in Sediment & Water - Sediment Quality,LO17,Metals,Mercury,2012,0,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-74.50898872,45.1012205
2019,Contaminants in Sediment & Water - Sediment Quality,LO17,Metals,Zinc,2012,49,UG/G DRY,NA,Does not exceed,Does not exceed,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-74.50898872,45.1012205
2019,Contaminants in Sediment & Water - Sediment Quality,LO17,Organochlorine Pesticide,a-BHC (hexachlorocyclohexane),2012,0,NG,NA,Does not exceed,NA,Does not exceed,GreatLakesNearshoreSedimentChemistryProvincial.csv,MECP Great Lakes Sediment Chemistry,-74.50898872,45.1012205
